name,"name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj"
185,"ENSMUSG00000021101,744.336083852882,2.0343288913606297,0.21657711813159,9.39309244167053,5.826396664425279e-21,2.8477332011516797e-19"
186,"ENSMUSG00000073684,1453.01785643988,1.5811127831691,0.16869060297649,9.37285631369431,7.05956952691357e-21,3.41212527134156e-19"
187,"ENSMUSG00000086291,1156.24042340934,1.69053136597356,0.18058336685802698,9.36150098088848,7.861186719742108e-21,3.78555301448836e-19"
188,"ENSMUSG00000028755,3092.65507849678,1.5350166546049602,0.164196201517154,9.34867335798018,8.87539302028134e-21,4.25823084245116e-19"
189,"ENSMUSG00000088960,1200.62430098623,1.6750630625802099,0.17922433028902804,9.34618117907818,9.086946340464108e-21,4.3279069249290794e-19"
190,"ENSMUSG00000101526,1213.0904397819802,1.7037009187382501,0.18234034648987302,9.34352134091657,9.31823436449432e-21,4.42192576206003e-19"
191,"ENSMUSG00000092539,550.267621762809,2.28857822287011,0.245821615552195,9.30991449929749,1.2793529528299399e-20,6.049114505228529e-19"
192,"ENSMUSG00000088575,1204.14119486114,1.67642963229388,0.180513667241305,9.28699559381774,1.58704800982025e-20,7.44999155689002e-19"
193,"ENSMUSG00000003379,887.375562258418,1.87463283646833,0.20244531427415402,9.25994678212048,2.04534129662337e-20,9.49882701812634e-19"
194,"ENSMUSG00000033538,1421.60225503397,1.6223062172523701,0.17548428841102,9.244737702400991,2.3581838144064398e-20,1.0874310522262899e-18"
195,"ENSMUSG00000034563,1531.5216751979099,1.50187901923078,0.163849802325878,9.16619365975018,4.90016160940626e-20,2.17507173478747e-18"
196,"ENSMUSG00000077420,1584.5121624795902,1.5653349057158898,0.171257677853362,9.14023199039398,6.23184993808027e-20,2.7382370940049698e-18"
197,"ENSMUSG00000020902,458.02304739217993,2.42442137883801,0.267702212106923,9.056411449710689,1.3481280026893e-19,5.730641835535939e-18"
198,"ENSMUSG00000103230,1753.6987573940698,1.53318108394712,0.170109457787935,9.01290912265699,2.0066154117150396e-19,8.393054847077319e-18"
199,"ENSMUSG00000100255,529.659717570867,2.2574557823036,0.251973897561918,8.95908585828371,3.2738115601344894e-19,1.3392865473277498e-17"
200,"ENSMUSG00000026499,1531.6989766980498,1.59089911962118,0.180491049492332,8.814282614544599,1.20453853000859e-18,4.8366854820344796e-17"
201,"ENSMUSG00000085078,560.491106745146,2.1117361711902203,0.241262602379723,8.75285332397502,2.0802498594367897e-18,8.12792235498506e-17"
202,"ENSMUSG00000090192,816.5091004213789,1.78769808318803,0.205444634456159,8.70160512062204,3.2722247692895197e-18,1.26338855737362e-16"
203,"ENSMUSG00000074582,1165.29070954202,1.56186773775168,0.179917399070173,8.68102665903091,3.9221219668214496e-18,1.5009880254258e-16"
204,"ENSMUSG00000032118,774.4994721930819,1.9031274995444798,0.220076885397886,8.6475574029673,5.26134381768929e-18,1.98440857863715e-16"
205,"ENSMUSG00000038567,543.342628823871,2.1566403470536204,0.24967470562743,8.637800700050889,5.73054730200413e-18,2.1551481928286398e-16"
206,"ENSMUSG00000092216,935.9388696937281,1.8669082052561203,0.217687501933483,8.57609274154184,9.815041671034119e-18,3.63881516497145e-16"
207,"ENSMUSG00000086502,947.216921120203,1.7173638030208,0.20091560576641102,8.54768745548543,1.2557922751055098e-17,4.616363152148429e-16"
208,"ENSMUSG00000024576,517.726426556182,2.2212668286028703,0.262666488197904,8.4566053471171,2.7527358073340995e-17,9.89619897677961e-16"
209,"ENSMUSG00000032412,1379.84083241049,1.56066251037029,0.184732176519666,8.448244045910139,2.95716728682588e-17,1.0515267872773199e-15"
210,"ENSMUSG00000085205,892.609893804231,1.71695129781212,0.20654908302532798,8.31255831623117,9.366059858572709e-17,3.1397007887843898e-15"
211,"ENSMUSG00000030792,700.3825789963341,1.82629491551478,0.22033807810122102,8.28860327390077,1.1458604667410602e-16,3.80495651169741e-15"
212,"ENSMUSG00000023055,1445.6216849409197,1.60679994625052,0.19498328123015699,8.24070626011193,1.71197059120312e-16,5.58530405380016e-15"
213,"ENSMUSG00000059040,478.182955839746,2.1183341668134297,0.260198301898963,8.1412297903312,3.9128296175846703e-16,1.2333919446734301e-14"
214,"ENSMUSG00000083917,276.63339090577006,2.8011711280954397,0.344210772439258,8.13795311589138,4.0201645153790595e-16,1.26417221507703e-14"
215,"ENSMUSG00000114656,125.143405545469,5.56234134917717,0.683767906461921,8.13483829324319,4.12488567322284e-16,1.2939845681624502e-14"
216,"ENSMUSG00000088332,182.345579064849,4.31197074358474,0.5304671733915479,8.12862880094183,4.3417362778120293e-16,1.3554942207044701e-14"
217,"ENSMUSG00000104437,705.089363879675,1.8073473521588002,0.22472245713789502,8.04257560716225,8.796957561529551e-16,2.66977432972001e-14"
218,"ENSMUSG00000117596,531.693923894887,1.95630053731064,0.245158489061466,7.9797381065607595,1.46644101019783e-15,4.33946829548338e-14"
219,"ENSMUSG00000041112,684.625697773531,1.7505101840276498,0.22354730770426,7.8306028464609,4.85536167003669e-15,1.35679806839355e-13"
220,"ENSMUSG00000051246,219.446638198646,3.0470482164843196,0.390204407054758,7.8088513645534405,5.7711510073761206e-15,1.5956254374207298e-13"
221,"ENSMUSG00000103146,197.562795907305,3.3387990366498195,0.4294513475877871,7.77456877339828,7.57048525971761e-15,2.0798912134592601e-13"
222,"ENSMUSG00000097677,307.2402450593,2.46311739684666,0.318077065531751,7.7437755304014,9.65073247340459e-15,2.61833802033118e-13"
223,"ENSMUSG00000020785,971.833697549666,1.5350874387045201,0.2020427142193,7.5978361537863695,3.0112324212855203e-14,7.75080534472899e-13"
224,"ENSMUSG00000025162,362.21422737885905,2.27409579602994,0.302840649023699,7.50921583136609,5.94825875245602e-14,1.5033474550981498e-12"
225,"ENSMUSG00000106334,282.634003513494,2.62141379786688,0.351490934162974,7.4579840988201,8.7856269626912e-14,2.16734275733686e-12"
226,"ENSMUSG00000016554,180.102093844153,3.28964782178222,0.442075617562931,7.4413690578941,9.96471258950519e-14,2.44895478894619e-12"
227,"ENSMUSG00000039197,617.785671955524,1.7356207231943301,0.23512217914947198,7.38178222689474,1.56184515174543e-13,3.77445911671812e-12"
228,"ENSMUSG00000106359,581.903132377764,1.7293593616888001,0.23489722880541297,7.36219567375736,1.8090951943520396e-13,4.29248950659894e-12"
229,"ENSMUSG00000080455,684.906173981297,1.61603454452364,0.22100300962195102,7.31227392463134,2.62658963941337e-13,6.088276162405759e-12"
230,"ENSMUSG00000082610,142.809783078557,3.9545196661207904,0.543556582161672,7.27526773826203,3.4573405675495696e-13,7.929401477420361e-12"
231,"ENSMUSG00000028078,816.527563533394,1.5016580832829898,0.20762612926730603,7.23251013050333,4.741472599069571e-13,1.06316524772952e-11"
232,"ENSMUSG00000084873,659.275280022841,1.6043013641682602,0.22284032997464898,7.19933130753654,6.050856484934859e-13,1.34980644663932e-11"
233,"ENSMUSG00000099361,661.513278318934,1.61700499857815,0.224925969422741,7.18905425962196,6.524164493784699e-13,1.4504317997255599e-11"
234,"ENSMUSG00000084407,239.32737801772302,2.7028330784983794,0.378045229527025,7.14949658769644,8.709671343712349e-13,1.89435351725744e-11"
235,"ENSMUSG00000022303,523.704394281996,1.76051688316104,0.24994278322876998,7.043679599061099,1.87228398789501e-12,3.94722230081258e-11"
236,"ENSMUSG00000107021,390.08586513719496,2.00138089619334,0.28456716488912204,7.03307037188621,2.02037400049462e-12,4.24571347930028e-11"
237,"ENSMUSG00000031828,292.82191203876596,2.2777121158759304,0.324988557180435,7.008591735158651,2.40728765816746e-12,5.02016483486774e-11"
238,"ENSMUSG00000041219,6782.0197543819895,2.45309081866231,0.35057125233767705,6.99741009082927,2.60737273643015e-12,5.4009863826053e-11"
239,"ENSMUSG00000065934,548.065671017375,1.69808582246986,0.242840684790637,6.992591970055809,2.69853494092398e-12,5.5809637050804997e-11"
240,"ENSMUSG00000042178,689.191348948535,1.55910797690631,0.22349677510920699,6.975975273667751,3.0375615295848197e-12,6.22294787458115e-11"
241,"ENSMUSG00000085327,129.853456295385,8.02351447968206,1.15031261306145,6.975073026738559,3.0571197514890698e-12,6.25319949168219e-11"
242,"ENSMUSG00000104306,579.19797017704,1.62421935647472,0.23534841537865098,6.901339674888071,5.15143890844142e-12,1.03744255795001e-10"
243,"ENSMUSG00000091723,289.383001160004,2.3785343499181297,0.34497530201396803,6.89479605070922,5.39421362479759e-12,1.0846608290232399e-10"
244,"ENSMUSG00000070871,604.851482738379,1.61258301807996,0.23430076339789302,6.882534203874751,5.87970411652887e-12,1.17684261841567e-10"
245,"ENSMUSG00000114981,687.888389127943,1.5620127167137399,0.22766400093635297,6.86104395200549,6.83591252269421e-12,1.3598880856884102e-10"
246,"ENSMUSG00000110303,342.85157295624197,2.06453255432175,0.30357710005360605,6.80068606610049,1.04122095347771e-11,2.0402302466793e-10"
247,"ENSMUSG00000063129,369.006196211309,2.11183143012401,0.31265020131599797,6.75461401027393,1.43216013391821e-11,2.7565914082054e-10"
248,"ENSMUSG00000029563,412.76427726162996,1.9387020006668703,0.287196440378981,6.7504388219735,1.4739866302139e-11,2.83291981211951e-10"
249,"ENSMUSG00000118196,378.167090859281,2.09534669458068,0.31090761968995,6.739451084120231,1.58986106950703e-11,3.04665006711701e-10"
250,"ENSMUSG00000002104,180.354587368833,2.76132832180387,0.411306464212868,6.71355439815009,1.89939760699849e-11,3.61328553517934e-10"
251,"ENSMUSG00000046085,586.9356568477599,1.59128322490616,0.238123457387832,6.682597516272559,2.347436503468e-11,4.4332918046682106e-10"
252,"ENSMUSG00000026616,77.1273531569507,4.78920163533094,0.7271877098897209,6.58592213564394,4.52070708676376e-11,8.19378159475932e-10"
253,"ENSMUSG00000025777,362.766240227018,2.4827456093648,0.37868723688821504,6.55619035319558,5.51997624748306e-11,9.88143896154376e-10"
254,"ENSMUSG00000086986,336.603308676284,2.0282380834013503,0.311112725889988,6.519302859113999,7.063490700637491e-11,1.24734172724383e-09"
255,"ENSMUSG00000032120,312.948615641599,2.00807536580205,0.31097934482833395,6.45726283496591,1.0661364368775e-10,1.8427921193710397e-09"
256,"ENSMUSG00000023935,231.130737226643,2.2403456490337597,0.359381356411946,6.233895022828441,4.54978035533979e-10,7.30315296890336e-09"
257,"ENSMUSG00000093236,201.00379982626,2.51889840002884,0.404211364135125,6.23163677107007,4.6158674317478e-10,7.40013144770379e-09"
258,"ENSMUSG00000049502,337.837966680784,1.8335256965148499,0.297608514892889,6.16086437303298,7.23489370124068e-10,1.1375344915806101e-08"
259,"ENSMUSG00000097408,181.09935075879102,2.5548676060920696,0.41701643220219103,6.12653940901144,8.981096956650971e-10,1.3870214826543799e-08"
260,"ENSMUSG00000011382,416.97276048147,1.65000634172825,0.27011691508323604,6.10848950803323,1.00578470362532e-09,1.54599415574917e-08"
261,"ENSMUSG00000084642,625.744109739788,1.5059880700739599,0.247942425222627,6.073942645038401,1.24807320787211e-09,1.89608327854844e-08"
262,"ENSMUSG00000085750,345.070648741669,2.36491669067937,0.39042592259514397,6.05727374596408,1.38447870844249e-09,2.09356282099356e-08"
263,"ENSMUSG00000084965,124.876317750954,2.99000155863416,0.49462759400066597,6.04495502252576,1.49451688452181e-09,2.2392015319184502e-08"
264,"ENSMUSG00000114267,63.4514794070679,5.0680200290002695,0.851571131778241,5.9513760388017,2.6589737303883198e-09,3.84696310216936e-08"
265,"ENSMUSG00000024273,176.391213884847,2.4138133526807497,0.40645361439108296,5.93871789354596,2.87259676538595e-09,4.12856693703598e-08"
266,"ENSMUSG00000103030,335.12248740883,1.8007638941547,0.30348244210933,5.93366746899308,2.96241530486615e-09,4.2529724673821005e-08"
267,"ENSMUSG00000071104,719.5824342244881,1.59318814731417,0.26935147481714,5.914904116993481,3.3206896908752697e-09,4.74644035771328e-08"
268,"ENSMUSG00000024241,140.309977129961,3.01159153642638,0.5196891532283879,5.79498632541764,6.832674817471489e-09,9.455610431389491e-08"
269,"ENSMUSG00000015575,165.17513954619,2.4200366385983703,0.4201950568537571,5.7593172483241,8.44548405990833e-09,1.1552784798931198e-07"
270,"ENSMUSG00000033502,229.37422802767503,2.02360178922783,0.35563410517550903,5.69012296565077,1.2694792029628899e-08,1.69567078799035e-07"
271,"ENSMUSG00000090254,53.2350232040596,5.147915094101941,0.914203899789053,5.631036025212519,1.79130302269093e-08,2.33999043504671e-07"
272,"ENSMUSG00000088820,78.6064746113164,3.6400516690184803,0.663055946966951,5.489810755290481,4.02364616152908e-08,4.967699376343851e-07"
273,"ENSMUSG00000087202,304.765530387,1.70663447747526,0.31107167103794897,5.48630632863722,4.10424932832505e-08,5.057644356434551e-07"
274,"ENSMUSG00000095766,93.2862290128472,3.2781065359764905,0.599695376812545,5.46628615581469,4.5956223774271295e-08,5.61543745556405e-07"
275,"ENSMUSG00000099098,437.166496859927,1.5770640814570303,0.292728700235695,5.38745972016831,7.1460483869398e-08,8.43945080991533e-07"
276,"ENSMUSG00000103389,50.51066445544971,6.26635650397588,1.16650108352623,5.37192514646729,7.79004475467975e-08,9.133879968425051e-07"
277,"ENSMUSG00000082530,127.12013909181101,2.67999832836239,0.49988085555512396,5.361274188798889,8.26369757528638e-08,9.62009396587754e-07"
278,"ENSMUSG00000115326,120.167605401248,2.65563578169718,0.495779796204774,5.35648245859601,8.485773432343649e-08,9.85225474128867e-07"
279,"ENSMUSG00000043889,54.4779339554173,6.78894025995453,1.27194528536302,5.337446773912849,9.426456204012231e-08,1.0886305616138001e-06"
280,"ENSMUSG00000029440,306.775037781424,1.63719286569057,0.30908568531247,5.2968899676976395,1.17791624323824e-07,1.3401749759598102e-06"
281,"ENSMUSG00000034022,124.150910298122,2.5035192358612597,0.482875261539011,5.184608604470821,2.1646897563856802e-07,2.3659297588637502e-06"
282,"ENSMUSG00000105328,63.69112751103721,3.64023349599589,0.7065686101091391,5.151988701328821,2.57738567705622e-07,2.78665145696633e-06"
283,"ENSMUSG00000100642,257.781476539808,1.7151230112693,0.334935283155211,5.12075943481445,3.0430764680335997e-07,3.25776438948634e-06"
284,"ENSMUSG00000104706,67.9237451177727,3.48780009062576,0.6884535843370971,5.066136875420749,4.05970056413456e-07,4.24852384618733e-06"
285,"ENSMUSG00000038009,297.319081248894,1.60489143096879,0.317635695466735,5.052616736322901,4.35797833218598e-07,4.53883617198939e-06"
286,"ENSMUSG00000042408,134.857204777992,2.4104760446432296,0.48011681953935703,5.020603208519,5.150946543584779e-07,5.2756977490929e-06"
287,"ENSMUSG00000086443,116.187957491194,2.51697700497082,0.506649266220081,4.96788838509337,6.768590012263471e-07,6.76859001226347e-06"
288,"ENSMUSG00000004319,306.999436386986,1.52408413016005,0.308618937209661,4.938401200975759,7.87656664273045e-07,7.82261755613641e-06"
289,"ENSMUSG00000091587,212.204924880347,1.81839099234377,0.3722261880751879,4.885177482398059,1.03335727244438e-06,1.0078708823168301e-05"
290,"ENSMUSG00000028933,168.154281688525,2.0078120172714,0.41139324301243796,4.8805177318157895,1.05807699520835e-06,1.02813885238041e-05"
291,"ENSMUSG00000099804,230.091724595577,1.83456914900093,0.377015835867623,4.8660267672286395,1.13864103150009e-06,1.0974346721622e-05"
292,"ENSMUSG00000099146,150.513829706399,2.10647083371555,0.43374237112674197,4.85650232474066,1.19477379390388e-06,1.1456133732877001e-05"
293,"ENSMUSG00000072487,216.230190176365,1.7584283040491,0.364196689506634,4.82823802278705,1.37746392325046e-06,1.30733848715771e-05"
294,"ENSMUSG00000042444,254.29757776636902,1.6310464559698798,0.33800683233969303,4.825483688243,1.3966389599891198e-06,1.32457401365247e-05"
295,"ENSMUSG00000112064,188.080772217332,1.88148328346731,0.390293596130305,4.82068704719192,1.43064643000223e-06,1.35191425861905e-05"
296,"ENSMUSG00000020917,177.91134547636798,1.98794290071515,0.42107536095879206,4.7211095329553,2.345615732078e-06,2.13770928198138e-05"
297,"ENSMUSG00000028885,238.580972032764,1.5832260097971698,0.34590475029765,4.577057725963019,4.71561367690885e-06,4.0247716470674e-05"
298,"ENSMUSG00000107994,194.069022329267,1.7500695689587802,0.382707254664031,4.572867505464759,4.810943783604161e-06,4.09275204537382e-05"
299,"ENSMUSG00000078143,240.322423150343,1.5770232397514798,0.345474597201658,4.564802311155019,4.99965250402091e-06,4.2394714215382e-05"
300,"ENSMUSG00000113901,107.70053269538201,2.8005591806507404,0.617068805830528,4.53848769244038,5.66591020647377e-06,4.76725520273906e-05"
301,"ENSMUSG00000106209,152.997116787934,1.94245019226786,0.42861865630742796,4.53188437713413,5.8459846631233496e-06,4.8998137349877796e-05"
302,"ENSMUSG00000110020,35.5677974742314,6.339095746721259,1.4008061600316,4.52531972487775,6.0304267465137e-06,5.0382246505764294e-05"
303,"ENSMUSG00000031796,227.882836631853,1.63805767950018,0.36207860905281497,4.524038809653191,6.06705918489163e-06,5.06558684343159e-05"
304,"ENSMUSG00000093926,88.8220742219799,2.55915309979978,0.568212985990749,4.5038623947278795,6.6729423392563906e-06,5.5219973067403896e-05"
305,"ENSMUSG00000021290,250.01647841691602,1.5052990437375302,0.340976731034232,4.414667942799911,1.01165153396535e-05,8.104390741711359e-05"
306,"ENSMUSG00000109901,156.494069409105,1.87259551219371,0.42448811536610104,4.4114203540862,1.02694729433274e-05,8.21180281313864e-05"
307,"ENSMUSG00000040891,213.978813731086,1.61237030974948,0.366058104227411,4.40468409558228,1.0593814288883199e-05,8.43497720987953e-05"
308,"ENSMUSG00000097929,161.956429710816,1.8501238988479,0.4235415652729121,4.36822274492884,1.2526170481283699e-05,9.82961664346073e-05"
309,"ENSMUSG00000097589,77.8805772849485,2.59720014639402,0.606207524015016,4.28434165447555,1.83281085860019e-05,0.000138335348205509"
310,"ENSMUSG00000032611,77.1156582519275,2.6256019282354903,0.6358182324546321,4.12948511730958,3.6357653553396295e-05,0.000262136673409846"
311,"ENSMUSG00000109419,167.170719709327,1.8801748228205402,0.459768446000713,4.08939508392802,4.3249963853275105e-05,0.000306745667546326"
312,"ENSMUSG00000018819,149.542971098609,1.80361407934809,0.446009777635368,4.04388910241026,5.25717930626964e-05,0.000367074317532471"
313,"ENSMUSG00000078289,78.1259436051978,2.6409794391337997,0.653739477326581,4.03980412798978,5.34958588844133e-05,0.00037252986042774503"
314,"ENSMUSG00000048581,120.655228035407,1.9326839870487902,0.48060381885783793,4.0213662713747,5.78615535178395e-05,0.000400579985892735"
315,"ENSMUSG00000092257,209.473071442726,1.5024229426227,0.37362578635149,4.0211971376335605,5.790312026250861e-05,0.000400655206482363"
316,"ENSMUSG00000071713,49.2649662240271,3.35532435606039,0.836717054640645,4.010106328598069,6.0691411019223206e-05,0.000415978421113898"
317,"ENSMUSG00000097222,64.1726473197002,2.70121436470362,0.676684679428249,3.9918361488337006,6.55636687524534e-05,0.00044679158079348095"
318,"ENSMUSG00000037573,104.99245488387,2.05281357711234,0.514480640961984,3.9900696229773702,6.605390308294809e-05,0.00044966272051772196"
319,"ENSMUSG00000030067,147.292206802934,1.73254587020646,0.43437734812034706,3.98857324789977,6.64718788292516e-05,0.00045203648708792805"
320,"ENSMUSG00000006958,183.13245505966998,1.54044709768247,0.392174807883726,3.9279603552178903,8.56693284492058e-05,0.000569238664084591"
321,"ENSMUSG00000056214,125.63325851366699,1.84712976691968,0.4757409432739171,3.88263779486424,0.000103329426635486,0.000674561789691393"
322,"ENSMUSG00000106153,116.92234394498101,1.89866279731172,0.48917149027059004,3.8813848212238597,0.000103863340149089,0.000677286377913238"
323,"ENSMUSG00000003360,82.599883176405,2.1782436188976697,0.580327502110609,3.75347301476418,0.00017440131480531398,0.00108120530081204"
324,"ENSMUSG00000056076,151.74348204369,1.6260920666573602,0.43364340707385296,3.7498369400562,0.00017694959402884098,0.00109544222109885"
325,"ENSMUSG00000102000,42.2993642184267,3.14154860443603,0.8385685648517058,3.74632288415388,0.00017944559546084098,0.00110879025604355"
326,"ENSMUSG00000092851,125.66215136528999,1.80682536869237,0.491671350276452,3.67486404826404,0.00023797609933613598,0.0014285133837794802"
327,"ENSMUSG00000065806,151.270721759519,1.55913275526302,0.42723283443030896,3.6493748364215497,0.000262879285765996,0.00156361653566374"
328,"ENSMUSG00000026170,118.180652426892,1.78665125628324,0.490332737121795,3.64375274384228,0.000268691550672191,0.00159600579711975"
329,"ENSMUSG00000001622,136.32919859209,1.63727870166377,0.450010573235264,3.63831162875325,0.00027443124166537,0.0016256594206686698"
330,"ENSMUSG00000048232,38.0422737807307,3.7885883926963504,1.0527600647617499,3.59871970785076,0.00031978762270597796,0.0018655469272744801"
331,"ENSMUSG00000019977,186.131027361981,1.52830323282579,0.43118598768175603,3.54441766775078,0.000393481375382315,0.00223355021693746"
332,"ENSMUSG00000058921,44.030791528250894,2.7281978837115597,0.8029852238132629,3.39756922394628,0.000679873846099484,0.00361105156353206"
333,"ENSMUSG00000088993,129.36224990007,1.57123914769057,0.463296628496978,3.3914322942257797,0.000695283393967135,0.00368015238395366"
334,"ENSMUSG00000108655,79.84568639957459,2.07223023063566,0.6132260047334119,3.3792275843496205,0.000726898068005433,0.00382809515232885"
335,"ENSMUSG00000009112,113.969853824751,1.6373756397438797,0.49059894834710704,3.3375033624927504,0.000845346990109666,0.00438988389213336"
336,"ENSMUSG00000066366,77.1491329467537,2.03484251638513,0.6191118432250451,3.2867123099847997,0.00101364331580856,0.00514910286932727"
337,"ENSMUSG00000028039,4928.8223637170595,1.7877404412684097,0.5706618845116109,3.13274898813052,0.00173177474069947,0.00823302745578435"
338,"ENSMUSG00000028614,103.990026514641,1.5938065935797399,0.510770399898779,3.12039733292216,0.0018060724353884399,0.00853958162384752"
339,"ENSMUSG00000061353,65.6897115392811,2.02944679191039,0.653386758979741,3.1060421167385797,0.00189609707477415,0.008886566097244279"
340,"ENSMUSG00000069713,107.729303491475,1.54697814254122,0.511281579850727,3.02568722110597,0.00248068772548819,0.0111707987638443"
341,"ENSMUSG00000061313,35.8215158468459,2.6060344278852203,0.8852974499369951,2.94368229352823,0.0032433275454568197,0.0139733986359233"
342,"ENSMUSG00000032400,56.7281343734983,2.0459039810368003,0.6974023361776022,2.9336064347736603,0.0033504875638707,0.0143781199304547"
343,"ENSMUSG00000035181,65.4338688697038,1.85314395349475,0.641594262148087,2.8883424662969,0.00387277965185684,0.0162038391974132"
344,"ENSMUSG00000109059,110.43788299348302,1.5092018370027598,0.522798662148197,2.88677448178884,0.0038921309353826604,0.0162639477126941"
345,"ENSMUSG00000006218,84.0813598912233,1.62195963694934,0.5688478593815179,2.85130656677309,0.00435399685421467,0.017873437857031004"
346,"ENSMUSG00000069833,77.8723279577001,1.66403108450098,0.5895282981260389,2.8226483610549598,0.0047628779337873395,0.0193149648961854"
347,"ENSMUSG00000098385,72.40773180072121,1.71833050235825,0.6131160777418461,2.8026185656181095,0.00506895804947546,0.0203726216648151"
348,"ENSMUSG00000051675,50.0061842948649,2.05434876516912,0.734490788743695,2.79697008683113,0.00515843089263685,0.0206368863117446"
349,"ENSMUSG00000064340,32.5926652300869,2.47765516195544,0.917610477396606,2.7001164687928503,0.00693152056032183,0.0265680198849102"
350,"ENSMUSG00000021178,31.838003181072697,2.5897613321735498,0.9625137895215391,2.6906225763902096,0.00713188295696743,0.0271978587341978"
351,"ENSMUSG00000108520,46.5379252614188,2.15832641324887,0.8039523650734849,2.6846446468897303,0.00726069576477625,0.0276567658290514"
352,"ENSMUSG00000024687,51.7488284531364,1.93910847084566,0.7231260640390308,2.68156351606903,0.0073279002037542,0.0278744592551581"
353,"ENSMUSG00000110816,88.33351005311701,1.58406330562509,0.592170594974287,2.6750117602409302,0.00747266288350763,0.0283071845079172"
354,"ENSMUSG00000105506,31.0980807649021,2.63034265367516,0.9920108235800579,2.6515261639812997,0.008012890452458829,0.0299794209875538"
355,"ENSMUSG00000065395,75.13327519441859,1.57339700582351,0.596836678722107,2.63622706498589,0.00838336120643325,0.0311422897079288"
356,"ENSMUSG00000016028,56.23425570919311,1.86210688773458,0.711969418199638,2.61543100045407,0.00891149246957967,0.0326434569126341"
357,"ENSMUSG00000022386,60.943811171993104,1.73315956340325,0.663611472115443,2.61170826037459,0.00900910971419356,0.0329140206523589"
358,"ENSMUSG00000088412,31.839261831964603,2.51954129879714,0.966545491236611,2.6067487993489102,0.009140639086316021,0.0332734560882634"
359,"ENSMUSG00000087496,79.36019468629709,1.50811290477101,0.588415251590617,2.56300784300584,0.0103769704362711,0.0369796461478256"
360,"ENSMUSG00000001833,49.024751918559296,1.93805752904052,0.7583383991968149,2.55566318558204,0.0105985652235979,0.037605023427937"
361,"ENSMUSG00000044081,32.5907630599329,2.3028303870689104,0.924302441430619,2.4914251914174597,0.0127231757219311,0.0437946342091269"
362,"ENSMUSG00000019312,61.697877862613296,1.6593205122035102,0.673527062781521,2.4636285665358097,0.0137538558878024,0.0466323251067346"
363,"ENSMUSG00000047641,42.2881727773325,2.1882403326283897,0.888448856457402,2.4629896439439105,0.0137783895506232,0.0466912447768459"
364,"ENSMUSG00000110866,55.5017170835958,2.02066514552414,0.8277279943016159,2.44121880549546,0.0146377829084885,0.048967717753339"
365,"ENSMUSG00000065873,35.3030817296329,2.8027401534286405,1.1515549467954098,2.43387444188244,0.0149381758506688,0.0497177237570078"
366,"ENSMUSG00000041605,48.2658297868467,1.76544622467781,0.7480580706250791,2.36003900499676,0.0182730136644221,0.0584897788375542"
367,"ENSMUSG00000038047,26.8678782853053,2.3044623805607998,1.00817960869997,2.28576571146123,0.0222679686466013,0.068894497590836"
368,"ENSMUSG00000118152,48.021588352648294,5.91487344490451,2.662002354276,2.22196401720058,0.02628573743914,0.0789297914359819"
369,"ENSMUSG00000046138,53.241180154474705,1.5615341507696798,0.724188706090421,2.15625311142965,0.0310639063823119,0.0900053237764587"
370,"ENSMUSG00000049577,34.8380815590415,1.92484856769792,0.900961751118346,2.13643760715552,0.0326437614751638,0.0935854761095975"
371,"ENSMUSG00000040022,25.6218151085067,2.18491102684673,1.0254986991852801,2.13058390867055,0.0331234363841645,0.0947524868069589"
372,"ENSMUSG00000020804,50.7470521081703,1.53686371556866,0.72586694476443,2.11728020769348,0.0342360736485062,0.0971684995896055"
