,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000081861.1,1895.3653305382502,4.73242245536938,0.17560559316014301,26.949155606072697,5.83576525413812e-160,5.066027817117298e-156
ENSMUSG00000081861.1,1931.61914523219,4.76347771239222,0.18332097708612502,25.984356990167605,7.441058254160317e-149,9.05874431861478e-145
ENSMUSG00000063632.6,1471.57647135664,1.66160391789038,0.151463763219478,10.9703065774395,5.309207044246629e-28,1.6158571639164599e-24
ENSMUSG00000049929.7,188.665456789804,1.6192877285408998,0.38930266593898205,4.15945707598804,3.19004961297774e-05,0.00147104787834815
ENSMUSG00000079263.8,93.6810477256786,1.93260397398308,0.5754085893453821,3.3586637561002006,0.000783203016864074,0.0220710961280168
ENSMUSG00000065430.1,54.8423266944283,2.05459275900992,0.7410503373028999,2.7725414261165295,0.0055620439441456,0.0979917843357866
ENSMUSG00000084782.2,10135.7776798767,2.53194161662747,0.12339165587227499,20.5195529529835,1.44030702457338e-93,1.7511252804763193e-89
ENSMUSG00000048349.9,739.939749549433,2.96612075214137,0.24085947238650698,12.3147357367853,7.54619533156479e-35,2.29366607102912e-31
ENSMUSG00000110635.1,2486.27398821177,1.75232184676062,0.15453666346876999,11.339198138665301,8.390976837569998e-30,2.04034992782352e-26
ENSMUSG00000018809.2,1146.2831584411301,2.34394426305058,0.221077863535094,10.6023471801758,2.90593862331251e-26,4.41630022277919e-23
ENSMUSG00000103436.1,479.00081176749495,2.8022107571779102,0.269734568003784,10.3887713685203,2.78922842819422e-25,3.76793769222059e-22
ENSMUSG00000074766.10,1820.57827647969,1.53958898393403,0.15499251525107502,9.93331182115488,2.9818384859605603e-23,3.0210993593590397e-20
ENSMUSG00000051455.13,1776.00727495154,1.5220879699032501,0.19490095389884501,7.80954602558395,5.73943368938758e-15,2.49214409984193e-12
ENSMUSG00000030770.15,1281.4442350766099,1.56239940879445,0.20920728127927102,7.46818848388359,8.13063281875925e-14,2.53467266180705e-11
ENSMUSG00000106843.1,509.474059518083,1.8673653858651498,0.26259042195425897,7.11132329948589,1.14935546850672e-12,2.7399732913930796e-10
ENSMUSG00000078877.11,674.52503279921,1.636052667852,0.23219236594948395,7.0461087777879206,1.8399044108874203e-12,4.06719233228531e-10
ENSMUSG00000034220.7,616.15677027296,1.72928635004417,0.25424163213651,6.801743426173671,1.03360564060672e-11,1.9333195966917606e-09
ENSMUSG00000000085.16,823.027637828194,1.5840996107710401,0.23318848086317398,6.7932155349497405,1.09661354067987e-11,2.0034586036544897e-09
ENSMUSG00000084478.1,1162.89527345338,1.54051777919116,0.23078603508186898,6.67509097179419,2.4707885050009102e-11,3.95261140050014e-09
ENSMUSG00000028248.15,575.717215792697,1.65529008046487,0.251938526108978,6.57021419482649,5.02429342961355e-11,7.54140240953599e-09
ENSMUSG00000012483.4,494.875574446156,1.6747638880098799,0.264849633212885,6.323451792979139,2.5578402631898996e-10,3.30832148083647e-08
ENSMUSG00000070225.1,414.322992259032,1.70025235012841,0.27607407714515303,6.15868163976314,7.33530181825234e-10,8.65850480643805e-08
ENSMUSG00000081875.1,515.820578828293,1.56192013567325,0.25482239499615195,6.12944610185001,8.818554247467419e-10,1.0211045956258e-07
ENSMUSG00000097255.1,438.042341420204,1.65273813998606,0.26975314439129106,6.1268540306195,8.9633632213773e-10,1.0280808494859e-07
ENSMUSG00000114140.1,254.50762929354198,2.2360338101800297,0.36534986450189294,6.120253563604231,9.34265686209336e-10,1.03261838299392e-07
ENSMUSG00000115358.1,71.22042007323671,4.79588197725867,0.791442913602194,6.0596688590344,1.3640206635629e-09,1.44206636761719e-07
ENSMUSG00000105360.1,395.88465507160697,2.04267948248514,0.343606505234643,5.94482191508636,2.7675757196964198e-09,2.72070108744124e-07
ENSMUSG00000113871.1,503.063560247371,1.6608745848611497,0.279642912080817,5.93926937930453,2.86295105836415e-09,2.76252055298343e-07
ENSMUSG00000103382.1,378.62732478054704,1.71132780803899,0.30608400514749895,5.591039646826099,2.25714030522126e-08,1.7819683007064998e-06
ENSMUSG00000019189.13,168.39258416109502,2.42916032396877,0.43783188519784005,5.54815765158613,2.8869550727731002e-08,2.19372498592346e-06
ENSMUSG00000072941.5,483.616745020357,1.6021644415977099,0.294507587254362,5.4401465732492005,5.32367531693161e-08,3.7630956106543295e-06
ENSMUSG00000106674.1,85.32179407501701,3.4239707980116005,0.633134872623729,5.4079643154428805,6.37451208763134e-08,4.35400662704617e-06
ENSMUSG00000093170.1,339.386840725755,1.86126105783551,0.35291092796169293,5.2740250028118805,1.33463712275467e-07,7.87695055264626e-06
ENSMUSG00000032497.18,344.644154688344,1.68311133361748,0.323933094681852,5.195861001082741,2.0377447945210603e-07,1.1417005166722198e-05
ENSMUSG00000106273.1,328.49553426331903,1.6361154886561298,0.31690985530511306,5.16271571005868,2.43392644739726e-07,1.3342954925676199e-05
ENSMUSG00000021699.17,205.662124110155,1.99241903187321,0.387408063363481,5.14294672799272,2.7046233343003e-07,1.4679826115367401e-05
ENSMUSG00000100218.1,66.25913610500841,3.61016777055731,0.7098724647774141,5.08565686047465,3.6635589578806896e-07,1.89538509829419e-05
ENSMUSG00000109524.1,213.251781872433,2.10444469073798,0.41475492183025003,5.0739474807228,3.89646640707262e-07,2.0073406176775e-05
ENSMUSG00000018572.10,297.38682597197203,1.6969419654808997,0.34254740563423997,4.953889410836269,7.274456011070509e-07,3.40164754548443e-05
ENSMUSG00000082014.2,93.53578352914231,2.74997260795409,0.573587743341464,4.794336419976459,1.6321417957323901e-06,6.77255288481721e-05
ENSMUSG00000021911.16,134.734990638862,2.2459133867189,0.478568399023498,4.692983053836421,2.6924980180250403e-06,0.000103921875883011
ENSMUSG00000040990.17,374.05747011712305,1.53182950582898,0.3301264283692669,4.64012988416527,3.48190264758154e-06,0.000131061834022589
ENSMUSG00000039683.16,202.921119729067,1.8581352976594498,0.406206621096614,4.574359946775719,4.77678010540155e-06,0.000173361470213349
ENSMUSG00000064330.9,248.47957001349602,1.5774617763774,0.34971129650253496,4.51075441987036,6.4597472066916495e-06,0.000225036121888129
ENSMUSG00000107559.1,61.5362307885336,3.5911066846999704,0.798565675904665,4.49694595329525,6.893650239817889e-06,0.000236759885920073
ENSMUSG00000086873.1,90.83455199736771,2.62071417099354,0.583518724564078,4.4912254922948,7.081452862963229e-06,0.00024184355030310898
ENSMUSG00000096372.1,274.082303958767,1.62885793442994,0.37282739774028706,4.36893303523957,1.2485504101950698e-05,0.000397378949925438
ENSMUSG00000086984.4,207.19871212485,1.62831482003204,0.38369880778708204,4.24373176821442,2.1983310059688698e-05,0.000636364485013559
ENSMUSG00000036009.16,117.491863073505,2.27338718856401,0.535902453394811,4.24216604003707,2.2137281055437697e-05,0.000637784509649316
ENSMUSG00000025793.17,247.693193865363,1.6200459642684901,0.38360181271343297,4.2232489800008794,2.4080554442500398e-05,0.0006808636765393481
ENSMUSG00000067870.5,235.83421807585097,1.5292107796737,0.36719484899696403,4.16457579361727,3.1193199196971e-05,0.000835345629596418
ENSMUSG00000040414.8,111.230730706513,2.14455788795241,0.5149278889055741,4.16477323166636,3.11662182239561e-05,0.000835345629596418
ENSMUSG00000108089.1,164.612579060171,1.7793632409664601,0.44317939821585794,4.01499539042152,5.94469566270807e-05,0.00144551219734409
ENSMUSG00000102051.1,116.89684699410299,2.74358445312038,0.6836448033268809,4.01317239561983,5.9908126836228894e-05,0.00145381837539894
ENSMUSG00000101132.2,220.31583305609502,1.5520009618525001,0.38863210558274897,3.99349652166614,6.510603423702421e-05,0.00154300032018273
ENSMUSG00000090691.3,220.67753250516202,1.5585702964938999,0.391516704612395,3.9808526127560597,6.86685188783255e-05,0.00161796870643931
ENSMUSG00000112926.1,99.05744468064378,2.17018920839603,0.5494293912214071,3.94989646180304,7.818500665789929e-05,0.00178343960778
ENSMUSG00000031698.14,2255.89679332763,1.6361260995128102,0.41810992537195707,3.9131481943589104,9.11005871188603e-05,0.0019992796718251
ENSMUSG00000081024.1,47.3617788737121,3.42610607371928,0.8897507283513449,3.85063587423823,0.00011781154755156298,0.00247383902440743
ENSMUSG00000030413.7,210.98813965571603,1.5268503965493199,0.397110713585916,3.8448985240459503,0.00012060233589494399,0.00251938694125555
ENSMUSG00000112691.1,184.85263139228402,1.5281482619875801,0.40115181013396,3.8094013871638,0.000139303652455647,0.0028560772454566
ENSMUSG00000027502.11,100.598175431757,2.05047104129967,0.539601259031812,3.79997453115427,0.000144710959672312,0.00294031402194294
ENSMUSG00000110729.1,7732.65034843115,1.6705113794345399,0.463161354750296,3.60675898863617,0.00031004538918726,0.005506569266452921
ENSMUSG00000081555.1,86.59273094197269,2.12998141495745,0.595914331390788,3.5743080888595897,0.00035115525991452796,0.00606640538233089
ENSMUSG00000077148.1,58.82961022511729,2.57535619549471,0.727869510168923,3.53821139574458,0.000402847398102484,0.006783658332599271
ENSMUSG00000059602.14,109.52843264787799,1.7815000674339199,0.520450488643397,3.4229962432691097,0.000619349332809169,0.00941256148536735
ENSMUSG00000051184.7,136.930462123712,1.5785557635629197,0.473228072690415,3.3357187678838396,0.0008507918381636321,0.012155026049816001
ENSMUSG00000071648.4,82.943054788154,1.9408490396961102,0.5914130775174139,3.28171478358788,0.00103177911551169,0.0141972089505693
ENSMUSG00000048668.16,117.046898659867,1.6100807411738203,0.497193641431176,3.23833735391142,0.0012022855139157199,0.0159015552983003
ENSMUSG00000031458.8,61.5801444968575,2.44015397955885,0.761153143174662,3.2058646823441,0.00134657295858636,0.0173687969869019
ENSMUSG00000115759.1,120.506199766191,1.6399242997662402,0.5127670349479461,3.198185897291,0.00138295098852033,0.0177712464697641
ENSMUSG00000092447.1,113.464761874406,1.6851186317258702,0.543954776047391,3.09790207923289,0.00194895814048606,0.0229829612725795
ENSMUSG00000032493.8,117.548097748541,1.6158213028786002,0.524494570435821,3.0807207432785297,0.00206500222862236,0.0239406711575822
ENSMUSG00000114424.1,88.9200113657204,1.7030597933793998,0.568405088955255,2.9962078568115498,0.00273360031124278,0.0295949355156632
ENSMUSG00000035472.14,108.474214508412,1.76179399207138,0.593505137147067,2.9684561797395403,0.0029929977426244,0.0317252541890388
ENSMUSG00000113948.1,125.87186873421001,1.77574946134915,0.6169961344979891,2.8780560558843193,0.0040013403077922794,0.0393913323580069
ENSMUSG00000029624.10,142.99992712267098,1.72678436860796,0.6028729701705899,2.8642590629322005,0.00417986004692944,0.0406772954313038
ENSMUSG00000067924.4,67.0819302820883,1.8293908099007,0.652874706913282,2.8020549586763,0.0050778222448461105,0.0472795192753276
ENSMUSG00000114094.1,81.76726414554041,1.62092615222007,0.5932795878761701,2.7321454931943303,0.00629233471966746,0.0553962386109464
ENSMUSG00000079311.1,63.0832833837061,1.7930710626246298,0.682754495568099,2.6262310600132595,0.00863361883657896,0.0704007631221509
ENSMUSG00000117956.1,84.02007692856871,1.67872415000921,0.6426664183941321,2.61212364916146,0.008998170312241491,0.0724981806867011
ENSMUSG00000108689.1,74.53146384469491,1.5749378507521798,0.6163682524327181,2.55518976607917,0.010612992034678,0.0817601555992648
ENSMUSG00000066364.2,48.2010109624144,2.0764829226848502,0.8191282069638559,2.5349913542612,0.0112450101346847,0.0849172877127309
ENSMUSG00000032580.12,51.664325221812895,2.0198530629356997,0.8018916026307831,2.51886047479375,0.0117735300238476,0.08781753253370501
ENSMUSG00000006649.17,77.0195163280257,1.5108812487583798,0.605785759297945,2.4940851209664703,0.0126282256717153,0.0923149732676591
ENSMUSG00000064565.1,53.17923610422971,1.9548836024687202,0.794070961372975,2.46185000782381,0.0138222458128785,0.0977321621597433
ENSMUSG00000081861.1,575.357332793576,2.8892696606770003,0.278869048607773,10.360668116814699,3.7433803774121096e-25,4.25167307350775e-21
ENSMUSG00000048349.9,772.059101638787,2.5477502338511897,0.25162213353894,10.1253025638816,4.2665711364608996e-24,1.96660485583271e-20
ENSMUSG00000034220.7,550.735287766178,2.70083757987719,0.31353415888421504,8.61417329929458,7.044806480953379e-18,1.21769480023279e-14
ENSMUSG00000103436.1,527.307324152584,1.9793894621161898,0.260007770425478,7.612808874431349,2.6820225401073797e-14,2.1815886873297e-11
ENSMUSG00000088856.1,1102.9077164866,1.71260665635413,0.23655490418580302,7.239785039539719,4.49396445451991e-13,3.10712702385506e-10
ENSMUSG00000052790.6,228.678261047802,2.62600195067617,0.378475272008002,6.93837126199529,3.9664621046341e-12,2.38470599925567e-09
ENSMUSG00000114140.1,249.671904955963,2.3899430977466602,0.35787811222649896,6.67809238983043,2.4207242316671102e-11,1.15426809225837e-08
ENSMUSG00000091557.2,158.430451474242,3.5502309799199803,0.572128106053665,6.20530776648643,5.45899631663312e-10,1.84114636747324e-07
ENSMUSG00000093170.1,324.80421966745604,2.20037017026837,0.358489703335132,6.1378894562318,8.362501802604921e-10,2.75325416491478e-07
ENSMUSG00000065118.1,206.56882478881198,2.34119960961685,0.392341635008711,5.967247420898549,2.41289385645317e-09,7.09904175468818e-07
ENSMUSG00000105360.1,400.899302203084,1.88809337275756,0.316260986155396,5.9700483316327695,2.37183314685276e-09,7.09904175468818e-07
ENSMUSG00000113871.1,509.78773698489897,1.59188508771543,0.27760036456070597,5.7344488370342805,9.78299494248109e-09,2.50517137156719e-06
ENSMUSG00000101132.2,204.617392217249,2.03933720736096,0.39299374294726397,5.18923581853214,2.1115884587068998e-07,4.3580664488058205e-05
ENSMUSG00000109524.1,219.57966141990102,1.9053690357593798,0.404482490177018,4.71063416101279,2.46947173804798e-06,0.000359451107302395
ENSMUSG00000084946.2,378.690315450023,1.61400720456857,0.35072269872255796,4.60194680996494,4.18560107832346e-06,0.000567436193245654
ENSMUSG00000082014.2,93.80856606133351,2.77208093025781,0.606698015519504,4.56912806593595,4.89757464848993e-06,0.000638902473955837
ENSMUSG00000100218.1,68.9434689062097,3.06596364231138,0.6800493120840749,4.50844311997824,6.53050714989702e-06,0.00082847571439244
ENSMUSG00000061898.10,46.53708085260261,3.79760140049206,0.866011728148621,4.38516162894313,1.15899689129947e-05,0.0013816042252490599
ENSMUSG00000029624.10,126.903537035606,2.3816449659547003,0.546713741712865,4.356292487715709,1.32283985003238e-05,0.00155039876942153
ENSMUSG00000085433.2,3133.58953354343,2.0341642022541,0.468061047496251,4.345937806906259,1.38681862449288e-05,0.00161150654953676
ENSMUSG00000106674.1,91.3318579637467,2.6271939673469196,0.6124498261527039,4.2896476660798,1.78956794673862e-05,0.0019485153990158699
ENSMUSG00000027669.14,167.05748332157899,2.03053963394106,0.47365050214726395,4.28699985482067,1.8110241159677302e-05,0.00195647199028139
ENSMUSG00000113948.1,114.47370056548401,2.22692897110106,0.5242497420638089,4.24783989846963,2.1584154782783398e-05,0.0022441029498972104
ENSMUSG00000023971.9,46.28020593983021,3.90340552987596,0.92952082218844,4.1993739534375205,2.67653973495835e-05,0.0026436565325003
ENSMUSG00000040414.8,111.270617064569,2.16634535663753,0.519023222310149,4.17388907377829,2.99443594156972e-05,0.00291599015493141
ENSMUSG00000108089.1,159.05186421772498,2.1694902523239397,0.526869801114539,4.11769710037395,3.82677204588241e-05,0.0033920899904142303
ENSMUSG00000027248.13,29.3476903205236,5.98881346631699,1.4607966572520399,4.09969001269677,4.13703889669948e-05,0.00360007137774675
ENSMUSG00000115358.1,79.4168569201944,2.6307937829836003,0.6420698018327429,4.097364142456451,4.17881271706726e-05,0.00361153889072538
ENSMUSG00000081024.1,47.2630907886331,3.4014598456009706,0.8334702956403441,4.0810810695871,4.482671517729771e-05,0.00382631986093625
ENSMUSG00000081555.1,81.5964666961445,2.7475287671701603,0.6771012345226021,4.05778135836267,4.954111504669121e-05,0.00415184569009482
ENSMUSG00000083500.1,189.491568735245,1.66374590460453,0.412496157580761,4.03336097568082,5.4984716226883703e-05,0.00449898613009082
ENSMUSG00000115759.1,111.544806248707,2.10286779461349,0.5244820371232121,4.00941814165408,6.0868548853579394e-05,0.00492216545934091
ENSMUSG00000107559.1,64.70955019517939,2.94950755945032,0.74819256753609,3.94217703760877,8.07453384714575e-05,0.0061687654164824
ENSMUSG00000112926.1,100.57010675331499,2.08018167185777,0.543273759770452,3.8289750506939604,0.000128678049757171,0.00885253767185154
ENSMUSG00000025793.17,253.550183747033,1.6695016397828897,0.43657572489611207,3.82408261517556,0.000131259900071708,0.00896291601159642
ENSMUSG00000092447.1,105.272459062694,2.49336782402998,0.666550142695254,3.74070555884638,0.000183504395202851,0.0119131397974884
ENSMUSG00000105526.1,39.549950694039204,3.47049681006281,0.9508265663159059,3.6499788005605205,0.000262261952821001,0.0155646278266472
ENSMUSG00000006649.17,67.70243307224901,2.66271251542833,0.7292258935107521,3.65142343288043,0.000260790852680486,0.0155646278266472
ENSMUSG00000034349.14,130.19949156123698,1.7783656008608701,0.49769536287561605,3.5732010653780604,0.000352643774208031,0.019198260274601
ENSMUSG00000019978.16,33.3342274632655,3.45094352558698,0.987674250794025,3.49400981428102,0.000475823525949604,0.0239261371521132
ENSMUSG00000111707.1,23.894959333975102,4.744938662239179,1.38515693176945,3.4255603487308997,0.000613532618153017,0.0295607283756792
ENSMUSG00000067924.4,63.2404293496347,2.37112750385812,0.6953272943693679,3.4100883469685095,0.0006494183896403401,0.0309660603170573
ENSMUSG00000106734.3,25.8788707344697,4.48508520841731,1.3277172265580302,3.37804249180711,0.000730037990266631,0.0338757225819026
ENSMUSG00000097668.2,117.51742157638,1.74235195472196,0.524196180880065,3.3238547289618703,0.000887824307478246,0.0393371457638037
ENSMUSG00000091109.1,19.3969516063946,5.38914414160204,1.6266481924113798,3.31303607426818,0.000922890754265782,0.0402578339116316
ENSMUSG00000102051.1,128.481241607634,1.58573686024153,0.478793088331391,3.31194601360657,0.0009264942316148199,0.0402879315558796
ENSMUSG00000086873.1,100.587754573291,1.8703411611249798,0.5668711486232421,3.29941145473265,0.0009688778745399711,0.0419710100046229
ENSMUSG00000077148.1,60.4909861426451,2.4322028753234304,0.739658988673251,3.28827596577464,0.00100802976980032,0.0432889306111764
ENSMUSG00000114424.1,86.3880023272776,1.95251241341077,0.6140862415295301,3.17954105037033,0.00147508474569291,0.0558834845573741
ENSMUSG00000081520.1,123.75391551564199,1.5363055888643402,0.48666555768097797,3.15679949940371,0.00159510984767369,0.0594533125973902
ENSMUSG00000110729.1,7106.129313957041,2.40506424979971,0.78149171801398,3.0775300548440097,0.0020872378955054103,0.0714414000471504
ENSMUSG00000059602.14,113.55265504709499,1.5985766197911497,0.519936345996641,3.07456216919577,0.0021081177957770303,0.0715163070457183
ENSMUSG00000021650.7,20.661075064125,4.47553623524571,1.50723748607474,2.96936367134899,0.00298417193457046,0.0926051314132663
ENSMUSG00000081861.1,2333.30068373913,1.8616751625293702,0.14815827874161,12.5654481028101,3.27016986480981e-36,4.51872071919419e-32
ENSMUSG00000029406.15,223.06232042725603,2.15251363355997,0.38961480533403503,5.52472237730936,3.30007013447241e-08,1.14000922795349e-05
ENSMUSG00000039633.7,299.43582888967,1.6109712078630802,0.32077903506568395,5.02205889961982,5.1120500374432e-07,0.00011972594477523799
ENSMUSG00000088005.1,190.693658249501,1.85646896788028,0.396001144712306,4.68803939753508,2.7583492417239397e-06,0.0005015114450281769
ENSMUSG00000105636.1,220.39908772898602,1.7226763022150702,0.400710096870014,4.2990588848922595,1.71524900023749e-05,0.00216216617198651
ENSMUSG00000116570.1,102.61382697910999,2.00547262193906,0.533915303788086,3.7561624619305496,0.000172538710992694,0.0122893809716342
ENSMUSG00000048442.15,92.3734319281114,1.8817968870011899,0.580956115812033,3.23913775203296,0.0011989165417990901,0.0508178796766251
ENSMUSG00000107891.1,75.8942345363723,1.83488063364847,0.612743404730864,2.9945334694453503,0.00274864897950482,0.0897891999971573
ENSMUSG00000056124.5,31.6938296980005,2.9152018388697005,0.988585364510846,2.94886202398125,0.00318946336430015,0.0983858568899753
